location,start,end,age,activity,tagID
Unknown-Inside,2017-06-23 11:26:00.150,2017-06-23 11:27:44.200,1,undefined,1607
Unknown-Inside,2017-06-23 11:27:44.200,2017-06-23 11:28:06.150,1,undefined,1607
Unknown-Inside,2017-06-23 11:28:06.150,2017-06-23 11:28:42.600,1,undefined,1607
Unknown-Inside,2017-06-23 11:28:42.600,2017-06-23 11:29:11.200,1,undefined,1607
Unknown-Inside,2017-06-23 11:29:11.200,2017-06-23 11:29:54.400,1,undefined,1607
Unknown-Inside,2017-06-23 11:29:54.400,2017-06-23 11:30:22.250,1,undefined,1607
Inside,2017-06-23 11:30:22.250,2017-06-23 11:31:55.650,1,inside,1607
Outside-Unknown,2017-06-23 11:31:55.650,2017-06-23 11:32:18.300,1,undefined,1607
Outside,2017-06-23 11:32:18.300,2017-06-23 11:32:41.400,1,outside-short,1607
Inside,2017-06-23 11:32:41.400,2017-06-23 11:33:00.700,1,inside,1607
Outside,2017-06-23 11:33:00.700,2017-06-23 11:33:18.950,1,outside-short,1607
Unknown-Inside,2017-06-23 11:33:18.950,2017-06-23 11:34:26.250,1,undefined,1607
Inside,2017-06-23 11:34:26.250,2017-06-23 11:35:35.800,1,inside,1607
Outside,2017-06-23 11:35:35.800,2017-06-23 11:36:07.200,1,outside-short,1607
Unknown-Inside,2017-06-23 11:36:07.200,2017-06-23 11:36:22.000,1,undefined,1607
Inside,2017-06-23 11:36:22.000,2017-06-23 11:36:35.800,1,inside,1607
Outside-Unknown,2017-06-23 11:36:35.800,2017-06-23 11:37:07.750,1,undefined,1607
Outside-Unknown,2017-06-23 11:37:07.750,2017-06-23 11:37:31.400,1,undefined,1607
Outside,2017-06-23 11:37:31.400,2017-06-23 11:37:46.200,1,outside-short,1607
Inside,2017-06-23 11:37:46.200,2017-06-23 11:38:01.900,1,inside,1607
Outside,2017-06-23 11:38:01.900,2017-06-23 11:38:20.450,1,outside-short,1607
Unknown-Inside,2017-06-23 11:38:20.450,2017-06-23 11:38:54.800,1,undefined,1607
Unknown-Inside,2017-06-23 11:38:54.800,2017-06-23 11:39:08.100,1,undefined,1607
Unknown-Inside,2017-06-23 11:39:08.100,2017-06-23 11:39:40.800,1,undefined,1607
Inside,2017-06-23 11:39:40.800,2017-06-23 11:40:26.500,1,inside,1607
Outside-Unknown,2017-06-23 11:40:26.500,2017-06-23 11:40:38.600,1,undefined,1607
Outside-Unknown,2017-06-23 11:40:38.600,2017-06-23 11:40:58.900,1,undefined,1607
Outside,2017-06-23 11:40:58.900,2017-06-23 11:41:18.600,1,outside-short,1607
Inside,2017-06-23 11:41:18.600,2017-06-23 11:43:26.400,1,inside,1607
Outside-Unknown,2017-06-23 11:43:26.400,2017-06-23 11:44:11.950,1,undefined,1607
Outside,2017-06-23 11:44:11.950,2017-06-23 11:44:51.150,1,outside-short,1607
Unknown-Inside,2017-06-23 11:44:51.150,2017-06-23 11:45:56.250,1,undefined,1607
Unknown-Inside,2017-06-23 11:45:56.250,2017-06-23 11:46:18.400,1,undefined,1607
Inside,2017-06-23 11:46:18.400,2017-06-23 11:47:04.500,1,inside,1607
Outside-Unknown,2017-06-23 11:47:04.500,2017-06-23 11:47:29.150,1,undefined,1607
Outside,2017-06-23 11:47:29.150,2017-06-23 11:47:43.600,1,outside-short,1607
Unknown-Inside,2017-06-23 11:47:43.600,2017-06-23 11:48:17.450,1,undefined,1607
Inside,2017-06-23 11:48:17.450,2017-06-23 11:48:53.850,1,inside,1607
Outside,2017-06-23 11:48:53.850,2017-06-23 11:49:10.400,1,outside-short,1607
Inside,2017-06-23 11:49:10.400,2017-06-23 11:49:30.000,1,inside,1607
Outside,2017-06-23 11:49:30.000,2017-06-23 11:49:45.750,1,outside-short,1607
Inside,2017-06-23 11:49:45.750,2017-06-23 11:50:00.200,1,inside,1607
Outside-Unknown,2017-06-23 11:50:00.200,2017-06-23 11:50:32.350,1,undefined,1607
Outside-Unknown,2017-06-23 11:50:32.350,2017-06-23 11:50:46.400,1,undefined,1607
Outside-Unknown,2017-06-23 11:50:46.400,2017-06-23 11:51:32.400,1,undefined,1607
Outside-Unknown,2017-06-23 11:51:32.400,2017-06-23 11:51:42.850,1,undefined,1607
Outside-Unknown,2017-06-23 11:51:42.850,2017-06-23 11:53:05.600,1,undefined,1607
Outside-Unknown,2017-06-23 11:53:05.600,2017-06-23 11:53:22.650,1,undefined,1607
Outside,2017-06-23 11:53:22.650,2017-06-23 11:53:46.200,1,outside-short,1607
Inside,2017-06-23 11:53:46.200,2017-06-23 11:54:02.550,1,inside,1607
Outside-Unknown,2017-06-23 11:54:02.550,2017-06-23 11:54:50.800,1,undefined,1607
Outside-Unknown,2017-06-23 11:54:50.800,2017-06-23 11:55:08.400,1,undefined,1607
Outside,2017-06-23 11:55:08.400,2017-06-23 11:55:22.600,1,outside-short,1607
Inside,2017-06-23 11:55:22.600,2017-06-23 11:55:33.800,1,inside,1607
Outside,2017-06-23 11:55:33.800,2017-06-23 11:56:03.000,1,outside-short,1607
Unknown-Inside,2017-06-23 11:56:03.000,2017-06-23 11:56:28.750,1,undefined,1607
Unknown-Inside,2017-06-23 11:56:28.750,2017-06-23 11:56:50.850,1,undefined,1607
Unknown-Inside,2017-06-23 11:56:50.850,2017-06-23 11:57:10.150,1,undefined,1607
Inside,2017-06-23 11:57:10.150,2017-06-23 11:57:28.450,1,inside,1607
Outside-Unknown,2017-06-23 11:57:28.450,2017-06-23 11:58:36.200,1,undefined,1607
Outside,2017-06-23 11:58:36.200,2017-06-23 11:58:58.650,1,outside-short,1607
Unknown-Inside,2017-06-23 11:58:58.650,2017-06-23 12:00:28.250,1,undefined,1607
Inside,2017-06-23 12:00:28.250,2017-06-23 12:01:04.850,1,inside,1607
Outside,2017-06-23 12:01:04.850,2017-06-23 12:01:18.550,1,outside-short,1607
Inside,2017-06-23 12:01:18.550,2017-06-23 12:02:15.450,1,inside,1607
Outside,2017-06-23 12:02:15.450,2017-06-23 12:02:39.050,1,outside-short,1607
Inside,2017-06-23 12:02:39.050,2017-06-23 12:02:50.800,1,inside,1607
Outside,2017-06-23 12:02:50.800,2017-06-23 12:03:11.150,1,outside-short,1607
Inside,2017-06-23 12:03:11.150,2017-06-23 16:09:52.000,1,inside,1607
Outside,2017-06-23 16:09:52.000,2017-06-23 16:18:57.000,2,outside-foraging,1607
Inside,2017-06-23 16:18:57.000,2017-06-23 16:33:11.400,2,inside,1607
Outside,2017-06-23 16:33:11.400,2017-06-23 16:49:51.750,2,outside-foraging,1607
Inside,2017-06-23 16:49:51.750,2017-06-23 17:01:07.450,2,inside,1607
Outside,2017-06-23 17:01:07.450,2017-06-23 17:26:42.800,2,outside-foraging,1607
Inside,2017-06-23 17:26:42.800,2017-06-23 17:30:28.400,2,inside,1607
Outside,2017-06-23 17:30:28.400,2017-06-23 17:59:08.200,2,outside-foraging,1607
Unknown-Inside,2017-06-23 17:59:08.200,2017-06-24 08:01:30.200,2,undefined,1607
Unknown-Inside,2017-06-24 08:01:30.200,2017-06-24 16:02:14.250,2,undefined,1607
Unknown-Inside,2017-06-24 16:02:14.250,2017-06-24 16:02:49.900,3,undefined,1607
Unknown-Inside,2017-06-24 16:02:49.900,2017-06-24 16:11:40.050,3,undefined,1607
Inside,2017-06-24 16:11:40.050,2017-06-24 16:34:54.850,3,inside,1607
Outside-Unknown,2017-06-24 16:34:54.850,2017-06-24 16:35:58.300,3,undefined,1607
Outside,2017-06-24 16:35:58.300,2017-06-24 16:36:35.200,3,outside-short,1607
Inside,2017-06-24 16:36:35.200,2017-06-24 16:39:33.200,3,inside,1607
Outside,2017-06-24 16:39:33.200,2017-06-24 16:39:46.150,3,outside-short,1607
Unknown-Inside,2017-06-24 16:39:46.150,2017-06-24 17:16:15.750,3,undefined,1607
Inside,2017-06-24 17:16:15.750,2017-06-24 17:16:35.850,3,inside,1607
Outside-Unknown,2017-06-24 17:16:35.850,2017-06-24 17:16:58.100,3,undefined,1607
Outside,2017-06-24 17:16:58.100,2017-06-24 17:17:11.450,3,outside-short,1607
Inside,2017-06-24 17:17:11.450,2017-06-24 17:18:21.550,3,inside,1607
Outside-Unknown,2017-06-24 17:18:21.550,2017-06-24 17:19:18.500,3,undefined,1607
Outside,2017-06-24 17:19:18.500,2017-06-24 17:33:22.250,3,outside-foraging,1607
Inside,2017-06-24 17:33:22.250,2017-06-25 08:07:28.350,3,inside,1607
Outside,2017-06-25 08:07:28.350,2017-06-25 08:21:59.050,3,outside-foraging,1607
Unknown-Inside,2017-06-25 08:21:59.050,2017-06-25 08:57:36.450,3,undefined,1607
Inside,2017-06-25 08:57:36.450,2017-06-25 10:24:09.400,3,inside,1607
Outside-Unknown,2017-06-25 10:24:09.400,2017-06-25 10:27:37.450,3,undefined,1607
Outside-Unknown,2017-06-25 10:27:37.450,2017-06-25 10:28:03.000,3,undefined,1607
Outside,2017-06-25 10:28:03.000,2017-06-25 10:31:25.200,3,outside-short,1607
Inside,2017-06-25 10:31:25.200,2017-06-25 10:31:57.050,3,inside,1607
Outside,2017-06-25 10:31:57.050,2017-06-25 10:32:58.050,3,outside-short,1607
Inside,2017-06-25 10:32:58.050,2017-06-25 10:34:50.700,3,inside,1607
Outside,2017-06-25 10:34:50.700,2017-06-25 10:35:21.050,3,outside-short,1607
Inside,2017-06-25 10:35:21.050,2017-06-25 14:36:57.050,3,inside,1607
Outside,2017-06-25 14:36:57.050,2017-06-25 14:37:39.650,4,outside-short,1607
Unknown-Inside,2017-06-25 14:37:39.650,2017-06-25 17:37:57.900,4,undefined,1607
Inside,2017-06-25 17:37:57.900,2017-06-25 17:40:06.850,4,inside,1607
Outside,2017-06-25 17:40:06.850,2017-06-26 11:50:23.550,4,outside-long,1607
Inside,2017-06-26 11:50:23.550,2017-06-26 11:51:27.000,4,inside,1607
Outside-Unknown,2017-06-26 11:51:27.000,2017-06-26 11:51:39.150,4,undefined,1607
Outside-Unknown,2017-06-26 11:51:39.150,2017-06-26 11:52:01.550,4,undefined,1607
Outside,2017-06-26 11:52:01.550,2017-06-26 11:52:20.300,4,outside-short,1607
Inside,2017-06-26 11:52:20.300,2017-06-26 11:52:48.750,4,inside,1607
Outside,2017-06-26 11:52:48.750,2017-06-26 11:53:06.100,4,outside-short,1607
Unknown-Inside,2017-06-26 11:53:06.100,2017-06-26 11:56:03.500,4,undefined,1607
Unknown-Inside,2017-06-26 11:56:03.500,2017-06-26 11:56:33.250,4,undefined,1607
Inside,2017-06-26 11:56:33.250,2017-06-26 11:56:47.200,4,inside,1607
Outside,2017-06-26 11:56:47.200,2017-06-26 11:56:59.000,4,outside-short,1607
Unknown-Inside,2017-06-26 11:56:59.000,2017-06-26 11:59:19.750,4,undefined,1607
Inside,2017-06-26 11:59:19.750,2017-06-26 11:59:31.700,4,inside,1607
Outside,2017-06-26 11:59:31.700,2017-06-26 11:59:48.400,4,outside-short,1607
Unknown-Inside,2017-06-26 11:59:48.400,2017-06-26 12:01:07.200,4,undefined,1607
Unknown-Inside,2017-06-26 12:01:07.200,2017-06-26 12:01:50.100,4,undefined,1607
Inside,2017-06-26 12:01:50.100,2017-06-26 13:14:12.550,4,inside,1607
Outside,2017-06-26 13:14:12.550,2017-06-26 13:17:54.200,4,outside-short,1607
Inside,2017-06-26 13:17:54.200,2017-06-26 14:57:37.650,4,inside,1607
Outside,2017-06-26 14:57:37.650,2017-06-26 14:58:13.700,5,outside-short,1607
Inside,2017-06-26 14:58:13.700,2017-06-26 15:08:00.700,5,inside,1607
Outside,2017-06-26 15:08:00.700,2017-06-26 15:08:31.100,5,outside-short,1607
Unknown-Inside,2017-06-26 15:08:31.100,2017-06-26 15:08:57.750,5,undefined,1607
Inside,2017-06-26 15:08:57.750,2017-06-26 15:09:26.300,5,inside,1607
Outside,2017-06-26 15:09:26.300,2017-06-26 15:09:41.000,5,outside-short,1607
Unknown-Inside,2017-06-26 15:09:41.000,2017-06-26 15:12:06.150,5,undefined,1607
Inside,2017-06-26 15:12:06.150,2017-06-26 16:06:12.700,5,inside,1607
Outside,2017-06-26 16:06:12.700,2017-06-26 16:06:35.350,5,outside-short,1607
Inside,2017-06-26 16:06:35.350,2017-06-26 16:07:03.950,5,inside,1607
Outside,2017-06-26 16:07:03.950,2017-06-26 16:07:34.300,5,outside-short,1607
Inside,2017-06-26 16:07:34.300,2017-06-26 16:08:20.400,5,inside,1607
Outside-Unknown,2017-06-26 16:08:20.400,2017-06-26 16:08:39.400,5,undefined,1607
Outside-Unknown,2017-06-26 16:08:39.400,2017-06-26 16:08:50.050,5,undefined,1607
Outside,2017-06-26 16:08:50.050,2017-06-26 16:09:14.500,5,outside-short,1607
Inside,2017-06-26 16:09:14.500,2017-06-26 16:10:00.800,5,inside,1607
Outside,2017-06-26 16:10:00.800,2017-06-26 16:10:26.000,5,outside-short,1607
Unknown-Inside,2017-06-26 16:10:26.000,2017-06-26 16:10:39.300,5,undefined,1607
Inside,2017-06-26 16:10:39.300,2017-06-26 16:11:44.950,5,inside,1607
Outside-Unknown,2017-06-26 16:11:44.950,2017-06-26 16:12:07.400,5,undefined,1607
Outside,2017-06-26 16:12:07.400,2017-06-26 16:12:45.300,5,outside-short,1607
Unknown-Inside,2017-06-26 16:12:45.300,2017-06-26 16:13:20.600,5,undefined,1607
Inside,2017-06-26 16:13:20.600,2017-06-26 16:13:40.850,5,inside,1607
Outside,2017-06-26 16:13:40.850,2017-06-26 16:16:02.750,5,outside-short,1607
Inside,2017-06-26 16:16:02.750,2017-06-26 16:16:51.050,5,inside,1607
Outside-Unknown,2017-06-26 16:16:51.050,2017-06-26 16:17:04.700,5,undefined,1607
Outside-Unknown,2017-06-26 16:17:04.700,2017-06-26 16:17:50.050,5,undefined,1607
Outside-Unknown,2017-06-26 16:17:50.050,2017-06-26 16:18:03.900,5,undefined,1607
Outside,2017-06-26 16:18:03.900,2017-06-26 16:18:46.150,5,outside-short,1607
Unknown-Inside,2017-06-26 16:18:46.150,2017-06-26 16:52:29.500,5,undefined,1607
Unknown-Inside,2017-06-26 16:52:29.500,2017-06-26 16:52:46.300,5,undefined,1607
Unknown-Inside,2017-06-26 16:52:46.300,2017-06-26 16:54:00.000,5,undefined,1607
Inside,2017-06-26 16:54:00.000,2017-06-26 16:54:12.250,5,inside,1607
Outside,2017-06-26 16:54:12.250,2017-06-26 16:55:31.100,5,outside-short,1607
Inside,2017-06-26 16:55:31.100,2017-06-26 16:55:52.800,5,inside,1607
Outside,2017-06-26 16:55:52.800,2017-06-26 16:56:45.300,5,outside-short,1607
Unknown-Inside,2017-06-26 16:56:45.300,2017-06-26 17:04:27.000,5,undefined,1607
Inside,2017-06-26 17:04:27.000,2017-06-26 17:05:43.600,5,inside,1607
Outside-Unknown,2017-06-26 17:05:43.600,2017-06-26 17:06:00.350,5,undefined,1607
Outside-Unknown,2017-06-26 17:06:00.350,2017-06-26 17:07:24.900,5,undefined,1607
Outside,2017-06-26 17:07:24.900,2017-06-26 17:11:45.550,5,outside-short,1607
Unknown-Inside,2017-06-26 17:11:45.550,2017-06-26 17:13:19.050,5,undefined,1607
Unknown-Inside,2017-06-26 17:13:19.050,2017-06-26 17:17:15.950,5,undefined,1607
Unknown-Inside,2017-06-26 17:17:15.950,2017-06-26 17:18:39.000,5,undefined,1607
Inside,2017-06-26 17:18:39.000,2017-06-26 17:19:14.850,5,inside,1607
Outside,2017-06-26 17:19:14.850,2017-06-26 17:19:41.250,5,outside-short,1607
Inside,2017-06-26 17:19:41.250,2017-06-26 17:20:08.250,5,inside,1607
Outside,2017-06-26 17:20:08.250,2017-06-26 17:20:51.450,5,outside-short,1607
Inside,2017-06-26 17:20:51.450,2017-06-26 17:24:48.550,5,inside,1607
Outside,2017-06-26 17:24:48.550,2017-06-26 17:51:42.450,5,outside-foraging,1607
Inside,2017-06-26 17:51:42.450,2017-06-26 17:57:37.150,5,inside,1607
Outside,2017-06-26 17:57:37.150,2017-06-27 08:04:20.100,5,outside-long,1607
Inside,2017-06-27 08:04:20.100,2017-06-27 08:10:07.900,5,inside,1607
Outside,2017-06-27 08:10:07.900,2017-06-27 08:22:37.900,5,outside-foraging,1607
Unknown-Inside,2017-06-27 08:22:37.900,2017-06-27 09:05:53.400,5,undefined,1607
Inside,2017-06-27 09:05:53.400,2017-06-27 09:52:38.700,5,inside,1607
Outside,2017-06-27 09:52:38.700,2017-06-27 09:52:52.100,5,outside-short,1607
Inside,2017-06-27 09:52:52.100,2017-06-27 09:53:48.650,5,inside,1607
Outside,2017-06-27 09:53:48.650,2017-06-27 09:55:52.900,5,outside-short,1607
Inside,2017-06-27 09:55:52.900,2017-06-27 10:03:27.700,5,inside,1607
Outside,2017-06-27 10:03:27.700,2017-06-27 10:06:31.000,5,outside-short,1607
Unknown-Inside,2017-06-27 10:06:31.000,2017-06-27 10:18:01.450,5,undefined,1607
Unknown-Inside,2017-06-27 10:18:01.450,2017-06-27 10:19:43.700,5,undefined,1607
Unknown-Inside,2017-06-27 10:19:43.700,2017-06-27 10:20:43.000,5,undefined,1607
Inside,2017-06-27 10:20:43.000,2017-06-27 10:21:13.650,5,inside,1607
Outside,2017-06-27 10:21:13.650,2017-06-27 10:21:47.600,5,outside-short,1607
Inside,2017-06-27 10:21:47.600,2017-06-27 10:35:53.450,5,inside,1607
Outside,2017-06-27 10:35:53.450,2017-06-27 10:38:40.850,5,outside-short,1607
Inside,2017-06-27 10:38:40.850,2017-06-27 10:47:02.400,5,inside,1607
Outside,2017-06-27 10:47:02.400,2017-06-27 10:47:19.950,5,outside-short,1607
Unknown-Inside,2017-06-27 10:47:19.950,2017-06-27 10:50:58.850,5,undefined,1607
Unknown-Inside,2017-06-27 10:50:58.850,2017-06-27 10:51:50.850,5,undefined,1607
Inside,2017-06-27 10:51:50.850,2017-06-27 13:13:12.550,5,inside,1607
Outside,2017-06-27 13:13:12.550,2017-06-27 13:13:50.950,5,outside-short,1607
Inside,2017-06-27 13:13:50.950,2017-06-27 13:14:27.050,5,inside,1607
Outside,2017-06-27 13:14:27.050,2017-06-27 13:15:33.650,5,outside-short,1607
Unknown-Inside,2017-06-27 13:15:33.650,2017-06-27 15:51:41.900,5,undefined,1607
Unknown-Inside,2017-06-27 15:51:41.900,2017-06-27 15:52:20.650,6,undefined,1607
Inside,2017-06-27 15:52:20.650,2017-06-27 15:54:01.850,6,inside,1607
Outside,2017-06-27 15:54:01.850,2017-06-27 15:54:42.100,6,outside-short,1607
Unknown-Inside,2017-06-27 15:54:42.100,2017-06-27 15:56:35.350,6,undefined,1607
Unknown-Inside,2017-06-27 15:56:35.350,2017-06-27 15:57:16.200,6,undefined,1607
Inside,2017-06-27 15:57:16.200,2017-06-27 15:57:27.800,6,inside,1607
Outside,2017-06-27 15:57:27.800,2017-06-27 15:57:44.650,6,outside-short,1607
Unknown-Inside,2017-06-27 15:57:44.650,2017-06-27 15:58:11.850,6,undefined,1607
Inside,2017-06-27 15:58:11.850,2017-06-27 15:58:42.450,6,inside,1607
Outside-Unknown,2017-06-27 15:58:42.450,2017-06-27 15:59:18.650,6,undefined,1607
Outside,2017-06-27 15:59:18.650,2017-06-27 15:59:36.850,6,outside-short,1607
Inside,2017-06-27 15:59:36.850,2017-06-27 16:01:23.950,6,inside,1607
Outside,2017-06-27 16:01:23.950,2017-06-27 16:01:59.350,6,outside-short,1607
Unknown-Inside,2017-06-27 16:01:59.350,2017-06-27 16:02:39.100,6,undefined,1607
Inside,2017-06-27 16:02:39.100,2017-06-27 16:03:22.250,6,inside,1607
Outside,2017-06-27 16:03:22.250,2017-06-27 16:07:10.450,6,outside-short,1607
Unknown-Inside,2017-06-27 16:07:10.450,2017-06-28 08:08:34.450,6,undefined,1607
Inside,2017-06-28 08:08:34.450,2017-06-28 09:56:08.400,6,inside,1607
Outside,2017-06-28 09:56:08.400,2017-06-28 09:56:51.300,6,outside-short,1607
Unknown-Inside,2017-06-28 09:56:51.300,2017-06-28 09:57:09.450,6,undefined,1607
Inside,2017-06-28 09:57:09.450,2017-06-28 09:58:59.350,6,inside,1607
Outside,2017-06-28 09:58:59.350,2017-06-28 09:59:29.850,6,outside-short,1607
Inside,2017-06-28 09:59:29.850,2017-06-28 09:59:40.450,6,inside,1607
Outside,2017-06-28 09:59:40.450,2017-06-28 10:06:48.600,6,outside-foraging,1607
Unknown-Inside,2017-06-28 10:06:48.600,2017-06-28 10:09:57.350,6,undefined,1607
Inside,2017-06-28 10:09:57.350,2017-06-28 10:12:03.450,6,inside,1607
Outside,2017-06-28 10:12:03.450,2017-06-28 10:12:32.350,6,outside-short,1607
Inside,2017-06-28 10:12:32.350,2017-06-28 10:12:51.800,6,inside,1607
Outside,2017-06-28 10:12:51.800,2017-06-28 10:13:07.700,6,outside-short,1607
Inside,2017-06-28 10:13:07.700,2017-06-28 10:14:49.250,6,inside,1607
Outside,2017-06-28 10:14:49.250,2017-06-28 10:15:12.350,6,outside-short,1607
Unknown-Inside,2017-06-28 10:15:12.350,2017-06-28 10:16:08.100,6,undefined,1607
Inside,2017-06-28 10:16:08.100,2017-06-28 10:16:54.900,6,inside,1607
Outside-Unknown,2017-06-28 10:16:54.900,2017-06-28 10:17:34.900,6,undefined,1607
Outside,2017-06-28 10:17:34.900,2017-06-28 10:18:04.600,6,outside-short,1607
Inside,2017-06-28 10:18:04.600,2017-06-28 10:18:48.450,6,inside,1607
Outside-Unknown,2017-06-28 10:18:48.450,2017-06-28 10:19:15.850,6,undefined,1607
Outside,2017-06-28 10:19:15.850,2017-06-28 10:19:48.950,6,outside-short,1607
Unknown-Inside,2017-06-28 10:19:48.950,2017-06-28 10:20:11.800,6,undefined,1607
Unknown-Inside,2017-06-28 10:20:11.800,2017-06-28 10:25:21.800,6,undefined,1607
Unknown-Inside,2017-06-28 10:25:21.800,2017-06-28 10:26:21.900,6,undefined,1607
Inside,2017-06-28 10:26:21.900,2017-06-28 10:27:28.400,6,inside,1607
Outside,2017-06-28 10:27:28.400,2017-06-28 10:28:15.100,6,outside-short,1607
Unknown-Inside,2017-06-28 10:28:15.100,2017-06-28 10:30:29.000,6,undefined,1607
Inside,2017-06-28 10:30:29.000,2017-06-28 10:33:00.000,6,inside,1607
Outside,2017-06-28 10:33:00.000,2017-06-28 10:34:00.350,6,outside-short,1607
Inside,2017-06-28 10:34:00.350,2017-06-28 10:35:41.800,6,inside,1607
Outside-Unknown,2017-06-28 10:35:41.800,2017-06-28 10:37:24.200,6,undefined,1607
Outside-Unknown,2017-06-28 10:37:24.200,2017-06-28 10:38:04.650,6,undefined,1607
Outside-Unknown,2017-06-28 10:38:04.650,2017-06-28 10:38:14.950,6,undefined,1607
Outside,2017-06-28 10:38:14.950,2017-06-28 10:40:04.300,6,outside-short,1607
Unknown-Inside,2017-06-28 10:40:04.300,2017-06-28 10:40:18.750,6,undefined,1607
Unknown-Inside,2017-06-28 10:40:18.750,2017-06-28 10:40:42.400,6,undefined,1607
Unknown-Inside,2017-06-28 10:40:42.400,2017-06-28 10:41:30.700,6,undefined,1607
Inside,2017-06-28 10:41:30.700,2017-06-28 10:42:21.300,6,inside,1607
Outside,2017-06-28 10:42:21.300,2017-06-28 10:44:39.700,6,outside-short,1607
Inside,2017-06-28 10:44:39.700,2017-06-28 10:45:26.800,6,inside,1607
Outside,2017-06-28 10:45:26.800,2017-06-28 10:45:58.100,6,outside-short,1607
Unknown-Inside,2017-06-28 10:45:58.100,2017-06-28 10:46:15.800,6,undefined,1607
Unknown-Inside,2017-06-28 10:46:15.800,2017-06-28 10:47:49.700,6,undefined,1607
Inside,2017-06-28 10:47:49.700,2017-06-28 10:49:16.300,6,inside,1607
Outside-Unknown,2017-06-28 10:49:16.300,2017-06-28 10:49:28.050,6,undefined,1607
Outside,2017-06-28 10:49:28.050,2017-06-28 10:50:22.900,6,outside-short,1607
Inside,2017-06-28 10:50:22.900,2017-06-28 10:50:53.800,6,inside,1607
Outside,2017-06-28 10:50:53.800,2017-06-28 10:51:12.950,6,outside-short,1607
Unknown-Inside,2017-06-28 10:51:12.950,2017-06-28 10:52:13.450,6,undefined,1607
Unknown-Inside,2017-06-28 10:52:13.450,2017-06-28 10:53:42.300,6,undefined,1607
Unknown-Inside,2017-06-28 10:53:42.300,2017-06-28 10:53:55.100,6,undefined,1607
Unknown-Inside,2017-06-28 10:53:55.100,2017-06-28 10:54:54.200,6,undefined,1607
Unknown-Inside,2017-06-28 10:54:54.200,2017-06-28 10:55:35.050,6,undefined,1607
Inside,2017-06-28 10:55:35.050,2017-06-28 10:58:48.500,6,inside,1607
Outside,2017-06-28 10:58:48.500,2017-06-28 11:01:01.350,6,outside-short,1607
Inside,2017-06-28 11:01:01.350,2017-06-28 11:01:25.650,6,inside,1607
Outside,2017-06-28 11:01:25.650,2017-06-28 11:01:43.000,6,outside-short,1607
Inside,2017-06-28 11:01:43.000,2017-06-28 11:02:43.950,6,inside,1607
Outside,2017-06-28 11:02:43.950,2017-06-28 11:02:56.950,6,outside-short,1607
Inside,2017-06-28 11:02:56.950,2017-06-28 11:03:44.400,6,inside,1607
Outside,2017-06-28 11:03:44.400,2017-06-28 11:04:20.300,6,outside-short,1607
Unknown-Inside,2017-06-28 11:04:20.300,2017-06-28 11:04:46.400,6,undefined,1607
Unknown-Inside,2017-06-28 11:04:46.400,2017-06-28 11:05:06.900,6,undefined,1607
Unknown-Inside,2017-06-28 11:05:06.900,2017-06-28 11:07:13.700,6,undefined,1607
Unknown-Inside,2017-06-28 11:07:13.700,2017-06-28 11:08:25.200,6,undefined,1607
Unknown-Inside,2017-06-28 11:08:25.200,2017-06-28 11:08:50.100,6,undefined,1607
Inside,2017-06-28 11:08:50.100,2017-06-28 11:09:14.850,6,inside,1607
Outside,2017-06-28 11:09:14.850,2017-06-28 11:10:51.300,6,outside-short,1607
Inside,2017-06-28 11:10:51.300,2017-06-28 11:15:00.500,6,inside,1607
Outside,2017-06-28 11:15:00.500,2017-06-28 11:15:41.750,6,outside-short,1607
Inside,2017-06-28 11:15:41.750,2017-06-28 11:17:42.750,6,inside,1607
Outside,2017-06-28 11:17:42.750,2017-06-28 11:18:05.800,6,outside-short,1607
Unknown-Inside,2017-06-28 11:18:05.800,2017-06-28 11:18:21.150,6,undefined,1607
Unknown-Inside,2017-06-28 11:18:21.150,2017-06-28 11:18:36.350,6,undefined,1607
Unknown-Inside,2017-06-28 11:18:36.350,2017-06-28 11:18:56.300,6,undefined,1607
Unknown-Inside,2017-06-28 11:18:56.300,2017-06-28 11:19:17.150,6,undefined,1607
Unknown-Inside,2017-06-28 11:19:17.150,2017-06-28 11:22:47.900,6,undefined,1607
Inside,2017-06-28 11:22:47.900,2017-06-28 11:24:52.000,6,inside,1607
Outside-Unknown,2017-06-28 11:24:52.000,2017-06-28 11:25:19.650,6,undefined,1607
Outside,2017-06-28 11:25:19.650,2017-06-28 11:25:46.350,6,outside-short,1607
Unknown-Inside,2017-06-28 11:25:46.350,2017-06-28 11:27:08.850,6,undefined,1607
Unknown-Inside,2017-06-28 11:27:08.850,2017-06-28 11:42:18.400,6,undefined,1607
Unknown-Inside,2017-06-28 11:42:18.400,2017-06-28 13:08:04.400,6,undefined,1607
Inside,2017-06-28 13:08:04.400,2017-06-28 14:14:49.450,6,inside,1607
Outside,2017-06-28 14:14:49.450,2017-06-28 14:15:38.150,7,outside-short,1607
Unknown-Inside,2017-06-28 14:15:38.150,2017-06-28 14:19:25.850,7,undefined,1607
Unknown-Inside,2017-06-28 14:19:25.850,2017-06-28 14:20:09.350,7,undefined,1607
Unknown-Inside,2017-06-28 14:20:09.350,2017-06-28 14:20:38.950,7,undefined,1607
Unknown-Inside,2017-06-28 14:20:38.950,2017-06-28 14:57:00.000,7,undefined,1607
Inside,2017-06-28 14:57:00.000,2017-06-28 14:57:43.950,7,inside,1607
