location,start,end,age,activity,tagID
Outside,2017-06-27 14:04:25.400,2017-06-27 15:41:34.450,6,outside-foraging,1237
Inside,2017-06-27 15:41:34.450,2017-06-27 15:49:18.050,6,inside,1237
Outside,2017-06-27 15:49:18.050,2017-06-27 17:07:18.000,6,outside-foraging,1237
Inside,2017-06-27 17:07:18.000,2017-06-27 17:11:50.800,6,inside,1237
Outside-Unknown,2017-06-27 17:11:50.800,2017-06-28 08:21:34.400,6,undefined,1237
Outside,2017-06-21 08:09:09.250,2017-06-21 08:32:43.100,0,outside-foraging,1361
Inside,2017-06-21 08:32:43.100,2017-06-21 08:34:08.450,0,inside,1361
Outside,2017-06-21 08:34:08.450,2017-06-21 09:57:15.950,0,outside-foraging,1361
Inside,2017-06-21 09:57:15.950,2017-06-21 09:59:32.750,0,inside,1361
Outside,2017-06-21 09:59:32.750,2017-06-21 09:59:45.750,0,outside-short,1361
Inside,2017-06-21 09:59:45.750,2017-06-21 10:03:12.850,0,inside,1361
Outside,2017-06-21 10:03:12.850,2017-06-21 10:12:44.650,0,outside-foraging,1361
Inside,2017-06-21 10:12:44.650,2017-06-21 10:17:17.650,0,inside,1361
Outside,2017-06-21 10:17:17.650,2017-06-21 12:40:03.400,0,outside-long,1361
Unknown-Inside,2017-06-21 12:40:03.400,2017-06-22 08:44:32.850,0,undefined,1361
Unknown-Inside,2017-06-22 08:44:32.850,2017-06-22 10:18:02.050,1,undefined,1361
Inside,2017-06-22 10:18:02.050,2017-06-22 10:21:18.750,1,inside,1361
Outside,2017-06-22 10:21:18.750,2017-06-22 11:50:37.100,1,outside-foraging,1361
Inside,2017-06-22 11:50:37.100,2017-06-23 08:41:02.250,1,inside,1361
Outside,2017-06-23 08:41:02.250,2017-06-23 10:41:12.500,2,outside-long,1361
Inside,2017-06-23 10:41:12.500,2017-06-23 10:47:19.850,2,inside,1361
Outside,2017-06-23 10:47:19.850,2017-06-23 12:57:05.250,2,outside-long,1361
Inside,2017-06-23 12:57:05.250,2017-06-23 13:05:24.100,2,inside,1361
Outside-Unknown,2017-06-23 13:05:24.100,2017-06-23 13:53:09.900,2,undefined,1361
Outside,2017-06-23 13:53:09.900,2017-06-23 13:53:43.300,2,outside-short,1361
Unknown-Inside,2017-06-23 13:53:43.300,2017-06-24 10:29:41.950,2,undefined,1361
Inside,2017-06-24 10:29:41.950,2017-06-24 10:38:46.500,3,inside,1361
Outside,2017-06-24 10:38:46.500,2017-06-24 10:59:32.100,3,outside-foraging,1361
Unknown-Inside,2017-06-24 10:59:32.100,2017-06-24 11:57:36.400,3,undefined,1361
Unknown-Inside,2017-06-24 11:57:36.400,2017-06-24 14:19:05.550,3,undefined,1361
Unknown-Inside,2017-06-24 14:19:05.550,2017-06-25 09:17:49.200,3,undefined,1361
Inside,2017-06-25 09:17:49.200,2017-06-25 10:29:20.100,4,inside,1361
Outside-Unknown,2017-06-25 10:29:20.100,2017-06-25 10:29:46.450,4,undefined,1361
Outside,2017-06-25 10:29:46.450,2017-06-25 10:49:45.050,4,outside-foraging,1361
Inside,2017-06-25 10:49:45.050,2017-06-25 15:17:58.400,4,inside,1361
Outside,2017-06-25 15:17:58.400,2017-06-25 17:44:23.850,4,outside-long,1361
Inside,2017-06-25 17:44:23.850,2017-06-26 08:35:36.700,4,inside,1361
Outside,2017-06-26 08:35:36.700,2017-06-26 10:34:17.850,5,outside-foraging,1361
Inside,2017-06-26 10:34:17.850,2017-06-26 10:41:20.000,5,inside,1361
Outside,2017-06-26 10:41:20.000,2017-06-26 13:18:19.300,5,outside-long,1361
Inside,2017-06-26 13:18:19.300,2017-06-26 13:28:23.950,5,inside,1361
Outside-Unknown,2017-06-26 13:28:23.950,2017-06-27 08:42:24.500,5,undefined,1361
Outside,2017-06-27 08:42:24.500,2017-06-27 08:51:45.150,6,outside-foraging,1361
Unknown-Inside,2017-06-27 08:51:45.150,2017-06-27 09:14:55.500,6,undefined,1361
Inside,2017-06-27 09:14:55.500,2017-06-27 09:16:34.850,6,inside,1361
Outside,2017-06-27 09:16:34.850,2017-06-27 10:18:52.850,6,outside-foraging,1361
Inside,2017-06-27 10:18:52.850,2017-06-27 10:21:35.250,6,inside,1361
Outside,2017-06-27 10:21:35.250,2017-06-27 12:05:14.750,6,outside-foraging,1361
Inside,2017-06-27 12:05:14.750,2017-06-27 12:09:48.050,6,inside,1361
Outside,2017-06-27 12:09:48.050,2017-06-27 14:47:53.600,6,outside-long,1361
Unknown-Inside,2017-06-27 14:47:53.600,2017-06-27 15:03:47.300,6,undefined,1361
Inside,2017-06-27 15:03:47.300,2017-06-27 15:05:29.250,6,inside,1361
Outside,2017-06-27 15:05:29.250,2017-06-27 16:23:56.250,6,outside-foraging,1361
Unknown-Inside,2017-06-27 16:23:56.250,2017-06-28 09:19:33.250,6,undefined,1361
Inside,2017-06-28 09:19:33.250,2017-06-28 10:41:09.650,7,inside,1361
Outside-Unknown,2017-06-28 10:41:09.650,2017-06-28 11:46:04.100,7,undefined,1361
Outside,2017-06-21 08:50:12.700,2017-06-21 08:52:39.450,0,outside-short,1404
Unknown-Inside,2017-06-21 08:52:39.450,2017-06-21 09:58:11.300,0,undefined,1404
Unknown-Inside,2017-06-21 09:58:11.300,2017-06-21 14:16:43.000,0,undefined,1404
Unknown-Inside,2017-06-21 14:16:43.000,2017-06-21 15:58:45.700,0,undefined,1404
Inside,2017-06-21 15:58:45.700,2017-06-21 16:01:34.700,0,inside,1404
Outside,2017-06-21 16:01:34.700,2017-06-21 16:16:24.450,0,outside-foraging,1404
Inside,2017-06-21 16:16:24.450,2017-06-21 16:24:02.850,0,inside,1404
Outside,2017-06-21 16:24:02.850,2017-06-21 16:40:05.450,0,outside-foraging,1404
Unknown-Inside,2017-06-21 16:40:05.450,2017-06-21 17:09:44.450,0,undefined,1404
Outside,2017-06-21 09:15:17.250,2017-06-21 09:16:33.100,0,outside-short,1407
Inside,2017-06-21 09:16:33.100,2017-06-21 09:37:54.550,0,inside,1407
Outside,2017-06-21 09:37:54.550,2017-06-21 09:48:34.300,0,outside-foraging,1407
Inside,2017-06-21 09:48:34.300,2017-06-21 13:19:23.850,0,inside,1407
Outside,2017-06-21 13:19:23.850,2017-06-21 13:27:14.700,0,outside-foraging,1407
Unknown-Inside,2017-06-21 13:27:14.700,2017-06-21 13:27:52.350,0,undefined,1407
Unknown-Inside,2017-06-21 13:27:52.350,2017-06-21 13:28:12.850,0,undefined,1407
Unknown-Inside,2017-06-21 13:28:12.850,2017-06-21 13:29:47.700,0,undefined,1407
Inside,2017-06-21 13:29:47.700,2017-06-21 13:30:38.850,0,inside,1407
Outside-Unknown,2017-06-21 13:30:38.850,2017-06-21 13:31:57.600,0,undefined,1407
Outside,2017-06-21 13:31:57.600,2017-06-21 13:33:41.700,0,outside-short,1407
Inside,2017-06-21 13:33:41.700,2017-06-21 13:51:52.250,0,inside,1407
Outside,2017-06-21 13:51:52.250,2017-06-21 13:53:29.900,0,outside-short,1407
Unknown-Inside,2017-06-21 13:53:29.900,2017-06-21 16:00:02.450,0,undefined,1407
Unknown-Inside,2017-06-21 16:00:02.450,2017-06-21 16:09:29.800,0,undefined,1407
Inside,2017-06-21 16:09:29.800,2017-06-21 16:44:46.350,0,inside,1407
Outside-Unknown,2017-06-21 16:44:46.350,2017-06-21 16:45:20.850,0,undefined,1407
Outside,2017-06-21 16:45:20.850,2017-06-21 16:45:31.050,0,outside-short,1407
Unknown-Inside,2017-06-21 16:45:31.050,2017-06-21 16:45:42.200,0,undefined,1407
Inside,2017-06-21 16:45:42.200,2017-06-21 16:53:02.500,0,inside,1407
Outside,2017-06-21 16:53:02.500,2017-06-21 16:54:11.750,0,outside-short,1407
Inside,2017-06-21 16:54:11.750,2017-06-21 16:56:04.850,0,inside,1407
Outside-Unknown,2017-06-21 16:56:04.850,2017-06-21 16:56:35.100,0,undefined,1407
Outside,2017-06-21 16:56:35.100,2017-06-21 16:58:25.650,0,outside-short,1407
Unknown-Inside,2017-06-21 16:58:25.650,2017-06-21 17:02:02.350,0,undefined,1407
Unknown-Inside,2017-06-21 17:02:02.350,2017-06-21 17:49:48.050,0,undefined,1407
Inside,2017-06-21 17:49:48.050,2017-06-21 17:52:11.850,0,inside,1407
Outside,2017-06-21 17:52:11.850,2017-06-21 17:52:25.800,0,outside-short,1407
Inside,2017-06-21 17:52:25.800,2017-06-21 17:53:00.550,0,inside,1407
Outside-Unknown,2017-06-21 17:53:00.550,2017-06-22 08:47:25.800,0,undefined,1407
Outside,2017-06-22 08:47:25.800,2017-06-22 08:48:13.850,0,outside-short,1407
Unknown-Inside,2017-06-22 08:48:13.850,2017-06-22 08:49:27.700,0,undefined,1407
Unknown-Inside,2017-06-22 08:49:27.700,2017-06-22 08:52:26.000,0,undefined,1407
Unknown-Inside,2017-06-22 08:52:26.000,2017-06-22 08:52:55.050,0,undefined,1407
Unknown-Inside,2017-06-22 08:52:55.050,2017-06-22 08:53:12.000,0,undefined,1407
Inside,2017-06-22 08:53:12.000,2017-06-22 08:53:33.650,0,inside,1407
Outside,2017-06-22 08:53:33.650,2017-06-22 08:54:51.150,0,outside-short,1407
Unknown-Inside,2017-06-22 08:54:51.150,2017-06-22 08:55:28.350,0,undefined,1407
Unknown-Inside,2017-06-22 08:55:28.350,2017-06-22 09:21:25.200,0,undefined,1407
Inside,2017-06-22 09:21:25.200,2017-06-22 09:22:30.300,1,inside,1407
Outside-Unknown,2017-06-22 09:22:30.300,2017-06-22 09:25:23.200,1,undefined,1407
Outside-Unknown,2017-06-22 09:25:23.200,2017-06-22 09:25:52.150,1,undefined,1407
Outside-Unknown,2017-06-22 09:25:52.150,2017-06-22 09:26:35.550,1,undefined,1407
Outside,2017-06-22 09:26:35.550,2017-06-22 09:27:27.750,1,outside-short,1407
Inside,2017-06-22 09:27:27.750,2017-06-22 11:10:03.500,1,inside,1407
Outside,2017-06-22 11:10:03.500,2017-06-22 11:25:55.900,1,outside-foraging,1407
Inside,2017-06-22 11:25:55.900,2017-06-22 14:37:28.900,1,inside,1407
Outside,2017-06-22 14:37:28.900,2017-06-22 14:37:47.950,1,outside-short,1407
Unknown-Inside,2017-06-22 14:37:47.950,2017-06-22 14:46:05.100,1,undefined,1407
Unknown-Inside,2017-06-22 14:46:05.100,2017-06-22 14:46:43.500,1,undefined,1407
Unknown-Inside,2017-06-22 14:46:43.500,2017-06-22 14:47:00.500,1,undefined,1407
Unknown-Inside,2017-06-22 14:47:00.500,2017-06-22 14:47:24.800,1,undefined,1407
Unknown-Inside,2017-06-22 14:47:24.800,2017-06-22 15:02:04.650,1,undefined,1407
Unknown-Inside,2017-06-22 15:02:04.650,2017-06-22 15:02:55.800,1,undefined,1407
Unknown-Inside,2017-06-22 15:02:55.800,2017-06-22 15:06:44.550,1,undefined,1407
Unknown-Inside,2017-06-22 15:06:44.550,2017-06-22 15:07:01.050,1,undefined,1407
Inside,2017-06-22 15:07:01.050,2017-06-22 15:07:38.050,1,inside,1407
Outside-Unknown,2017-06-22 15:07:38.050,2017-06-22 15:07:48.150,1,undefined,1407
Outside,2017-06-22 15:07:48.150,2017-06-22 15:07:58.750,1,outside-short,1407
Unknown-Inside,2017-06-22 15:07:58.750,2017-06-22 15:08:57.750,1,undefined,1407
Unknown-Inside,2017-06-22 15:08:57.750,2017-06-22 15:09:25.150,1,undefined,1407
Unknown-Inside,2017-06-22 15:09:25.150,2017-06-22 15:22:07.700,1,undefined,1407
Unknown-Inside,2017-06-22 15:22:07.700,2017-06-22 15:22:35.950,1,undefined,1407
Unknown-Inside,2017-06-22 15:22:35.950,2017-06-22 15:23:23.750,1,undefined,1407
Unknown-Inside,2017-06-22 15:23:23.750,2017-06-22 15:23:46.300,1,undefined,1407
Unknown-Inside,2017-06-22 15:23:46.300,2017-06-22 15:24:27.150,1,undefined,1407
Unknown-Inside,2017-06-22 15:24:27.150,2017-06-22 15:26:08.800,1,undefined,1407
Inside,2017-06-22 15:26:08.800,2017-06-22 15:27:41.600,1,inside,1407
Outside-Unknown,2017-06-22 15:27:41.600,2017-06-22 15:28:38.550,1,undefined,1407
Outside-Unknown,2017-06-22 15:28:38.550,2017-06-22 15:29:03.350,1,undefined,1407
Outside,2017-06-22 15:29:03.350,2017-06-22 15:29:33.700,1,outside-short,1407
Inside,2017-06-22 15:29:33.700,2017-06-22 15:29:46.250,1,inside,1407
Outside-Unknown,2017-06-22 15:29:46.250,2017-06-22 15:30:31.150,1,undefined,1407
Outside-Unknown,2017-06-22 15:30:31.150,2017-06-22 15:31:04.550,1,undefined,1407
Outside,2017-06-22 15:31:04.550,2017-06-22 15:32:02.750,1,outside-short,1407
Inside,2017-06-22 15:32:02.750,2017-06-22 15:32:36.550,1,inside,1407
Outside-Unknown,2017-06-22 15:32:36.550,2017-06-22 15:33:13.450,1,undefined,1407
Outside-Unknown,2017-06-22 15:33:13.450,2017-06-22 15:35:01.700,1,undefined,1407
Outside,2017-06-22 15:35:01.700,2017-06-22 15:38:07.550,1,outside-short,1407
Unknown-Inside,2017-06-22 15:38:07.550,2017-06-22 15:47:04.800,1,undefined,1407
Unknown-Inside,2017-06-22 15:47:04.800,2017-06-23 09:40:52.900,1,undefined,1407
Unknown-Inside,2017-06-23 09:40:52.900,2017-06-23 09:51:06.000,2,undefined,1407
Unknown-Inside,2017-06-23 09:51:06.000,2017-06-23 10:37:59.850,2,undefined,1407
Unknown-Inside,2017-06-23 10:37:59.850,2017-06-23 10:53:30.600,2,undefined,1407
Inside,2017-06-23 10:53:30.600,2017-06-23 11:29:36.750,2,inside,1407
Outside,2017-06-23 11:29:36.750,2017-06-23 12:35:50.950,2,outside-foraging,1407
Inside,2017-06-23 12:35:50.950,2017-06-23 14:36:46.350,2,inside,1407
Outside,2017-06-23 14:36:46.350,2017-06-23 14:52:01.150,2,outside-foraging,1407
Unknown-Inside,2017-06-23 14:52:01.150,2017-06-23 15:16:05.700,2,undefined,1407
Unknown-Inside,2017-06-23 15:16:05.700,2017-06-23 15:24:29.900,2,undefined,1407
Inside,2017-06-23 15:24:29.900,2017-06-23 16:32:55.100,2,inside,1407
Outside,2017-06-23 16:32:55.100,2017-06-23 17:27:51.400,2,outside-foraging,1407
Inside,2017-06-23 17:27:51.400,2017-06-24 08:21:16.200,2,inside,1407
Outside,2017-06-24 08:21:16.200,2017-06-24 09:02:58.850,2,outside-foraging,1407
Unknown-Inside,2017-06-24 09:02:58.850,2017-06-24 09:40:00.350,2,undefined,1407
Unknown-Inside,2017-06-24 09:40:00.350,2017-06-24 09:40:22.900,3,undefined,1407
Inside,2017-06-24 09:40:22.900,2017-06-24 09:51:12.850,3,inside,1407
Outside,2017-06-24 09:51:12.850,2017-06-24 11:00:35.900,3,outside-foraging,1407
Unknown-Inside,2017-06-24 11:00:35.900,2017-06-24 13:06:13.550,3,undefined,1407
Inside,2017-06-24 13:06:13.550,2017-06-24 13:36:55.150,3,inside,1407
Outside,2017-06-24 13:36:55.150,2017-06-24 14:06:52.800,3,outside-foraging,1407
Unknown-Inside,2017-06-24 14:06:52.800,2017-06-24 15:18:52.700,3,undefined,1407
Unknown-Inside,2017-06-21 09:05:45.500,2017-06-21 14:20:37.800,0,undefined,1415
Unknown-Inside,2017-06-21 14:20:37.800,2017-06-21 15:20:01.200,0,undefined,1415
Unknown-Inside,2017-06-21 15:20:01.200,2017-06-21 16:13:11.850,0,undefined,1415
Inside,2017-06-21 16:13:11.850,2017-06-21 16:24:24.750,0,inside,1415
Outside,2017-06-21 16:24:24.750,2017-06-21 17:59:48.650,0,outside-foraging,1415
Inside,2017-06-21 17:59:48.650,2017-06-22 08:41:18.250,0,inside,1415
Outside,2017-06-22 08:41:18.250,2017-06-22 09:06:25.950,0,outside-foraging,1415
Inside,2017-06-22 09:06:25.950,2017-06-22 09:38:59.800,1,inside,1415
Outside,2017-06-22 09:38:59.800,2017-06-22 10:33:41.400,1,outside-foraging,1415
Outside,2017-06-21 13:25:15.500,2017-06-21 13:25:35.300,0,outside-short,1607
Unknown-Inside,2017-06-21 13:25:35.300,2017-06-21 13:25:55.200,0,undefined,1607
Unknown-Inside,2017-06-21 13:25:55.200,2017-06-21 13:27:01.500,0,undefined,1607
Inside,2017-06-21 13:27:01.500,2017-06-21 13:39:34.300,0,inside,1607
Outside,2017-06-21 13:39:34.300,2017-06-21 13:39:48.050,0,outside-short,1607
Unknown-Inside,2017-06-21 13:39:48.050,2017-06-21 13:41:00.100,0,undefined,1607
Inside,2017-06-21 13:41:00.100,2017-06-21 13:41:11.500,0,inside,1607
Outside,2017-06-21 13:41:11.500,2017-06-21 13:41:37.950,0,outside-short,1607
Inside,2017-06-21 13:41:37.950,2017-06-21 13:46:24.400,0,inside,1607
Outside-Unknown,2017-06-21 13:46:24.400,2017-06-21 13:46:43.500,0,undefined,1607
Outside-Unknown,2017-06-21 13:46:43.500,2017-06-21 13:48:29.800,0,undefined,1607
Outside-Unknown,2017-06-21 13:48:29.800,2017-06-21 13:50:29.200,0,undefined,1607
Outside-Unknown,2017-06-21 13:50:29.200,2017-06-21 13:50:46.100,0,undefined,1607
Outside,2017-06-21 13:50:46.100,2017-06-21 13:51:18.850,0,outside-short,1607
Inside,2017-06-21 13:51:18.850,2017-06-21 13:51:41.600,0,inside,1607
Outside,2017-06-21 13:51:41.600,2017-06-21 13:52:04.900,0,outside-short,1607
Inside,2017-06-21 13:52:04.900,2017-06-21 13:55:50.300,0,inside,1607
Outside-Unknown,2017-06-21 13:55:50.300,2017-06-21 13:56:03.650,0,undefined,1607
Outside-Unknown,2017-06-21 13:56:03.650,2017-06-21 13:56:29.300,0,undefined,1607
Outside-Unknown,2017-06-21 13:56:29.300,2017-06-21 13:57:59.450,0,undefined,1607
Outside-Unknown,2017-06-21 13:57:59.450,2017-06-21 13:58:40.900,0,undefined,1607
Outside-Unknown,2017-06-21 13:58:40.900,2017-06-21 13:59:05.850,0,undefined,1607
Outside,2017-06-21 13:59:05.850,2017-06-21 13:59:25.950,0,outside-short,1607
Unknown-Inside,2017-06-21 13:59:25.950,2017-06-21 14:00:03.350,0,undefined,1607
Unknown-Inside,2017-06-21 14:00:03.350,2017-06-21 14:01:04.200,0,undefined,1607
Inside,2017-06-21 14:01:04.200,2017-06-21 14:01:16.700,0,inside,1607
Outside,2017-06-21 14:01:16.700,2017-06-21 14:01:43.300,0,outside-short,1607
Unknown-Inside,2017-06-21 14:01:43.300,2017-06-21 14:02:01.400,0,undefined,1607
Inside,2017-06-21 14:02:01.400,2017-06-21 14:12:51.500,0,inside,1607
Outside,2017-06-21 14:12:51.500,2017-06-21 14:13:30.250,0,outside-short,1607
Inside,2017-06-21 14:13:30.250,2017-06-21 14:43:53.600,0,inside,1607
Outside-Unknown,2017-06-21 14:43:53.600,2017-06-21 14:44:16.100,0,undefined,1607
Outside-Unknown,2017-06-21 14:44:16.100,2017-06-21 14:45:18.950,0,undefined,1607
Outside-Unknown,2017-06-21 14:45:18.950,2017-06-21 14:45:50.650,0,undefined,1607
Outside-Unknown,2017-06-21 14:45:50.650,2017-06-21 14:46:04.950,0,undefined,1607
Outside-Unknown,2017-06-21 14:46:04.950,2017-06-21 14:46:29.400,0,undefined,1607
Outside,2017-06-21 14:46:29.400,2017-06-21 14:46:49.600,0,outside-short,1607
Inside,2017-06-21 14:46:49.600,2017-06-21 14:47:12.100,0,inside,1607
Outside-Unknown,2017-06-21 14:47:12.100,2017-06-21 14:48:46.650,0,undefined,1607
Outside,2017-06-21 14:48:46.650,2017-06-21 14:49:18.200,0,outside-short,1607
Inside,2017-06-21 14:49:18.200,2017-06-21 14:51:00.600,0,inside,1607
Outside,2017-06-21 14:51:00.600,2017-06-21 14:51:16.600,0,outside-short,1607
Inside,2017-06-21 14:51:16.600,2017-06-21 14:51:55.650,0,inside,1607
Outside,2017-06-21 14:51:55.650,2017-06-21 14:52:26.350,0,outside-short,1607
Inside,2017-06-21 14:52:26.350,2017-06-21 14:53:36.600,0,inside,1607
Outside-Unknown,2017-06-21 14:53:36.600,2017-06-21 14:54:11.700,0,undefined,1607
Outside-Unknown,2017-06-21 14:54:11.700,2017-06-21 14:54:29.200,0,undefined,1607
Outside-Unknown,2017-06-21 14:54:29.200,2017-06-21 14:54:40.100,0,undefined,1607
Outside-Unknown,2017-06-21 14:54:40.100,2017-06-21 14:55:03.800,0,undefined,1607
Outside,2017-06-21 14:55:03.800,2017-06-21 14:55:59.600,0,outside-short,1607
Inside,2017-06-21 14:55:59.600,2017-06-21 14:59:02.450,0,inside,1607
Outside,2017-06-21 14:59:02.450,2017-06-21 15:01:07.050,0,outside-short,1607
Inside,2017-06-21 15:01:07.050,2017-06-21 15:02:20.500,0,inside,1607
Outside-Unknown,2017-06-21 15:02:20.500,2017-06-21 15:04:51.300,0,undefined,1607
Outside-Unknown,2017-06-21 15:04:51.300,2017-06-21 15:05:31.300,0,undefined,1607
Outside-Unknown,2017-06-21 15:05:31.300,2017-06-21 15:05:45.550,0,undefined,1607
Outside,2017-06-21 15:05:45.550,2017-06-21 15:06:02.300,0,outside-short,1607
Inside,2017-06-21 15:06:02.300,2017-06-21 15:06:22.950,0,inside,1607
Outside,2017-06-21 15:06:22.950,2017-06-21 15:06:52.300,0,outside-short,1607
Unknown-Inside,2017-06-21 15:06:52.300,2017-06-21 15:07:07.050,0,undefined,1607
Inside,2017-06-21 15:07:07.050,2017-06-21 15:08:23.150,0,inside,1607
Outside,2017-06-21 15:08:23.150,2017-06-21 15:09:12.100,0,outside-short,1607
Inside,2017-06-21 15:09:12.100,2017-06-21 15:09:39.700,0,inside,1607
Outside-Unknown,2017-06-21 15:09:39.700,2017-06-21 15:14:26.500,0,undefined,1607
Outside,2017-06-21 15:14:26.500,2017-06-21 15:17:48.900,0,outside-short,1607
Unknown-Inside,2017-06-21 15:17:48.900,2017-06-21 16:15:12.450,0,undefined,1607
Inside,2017-06-21 16:15:12.450,2017-06-21 16:16:17.650,0,inside,1607
Outside-Unknown,2017-06-21 16:16:17.650,2017-06-21 16:17:30.750,0,undefined,1607
Outside-Unknown,2017-06-21 16:17:30.750,2017-06-21 16:17:48.750,0,undefined,1607
Outside,2017-06-21 16:17:48.750,2017-06-21 16:18:16.000,0,outside-short,1607
Inside,2017-06-21 16:18:16.000,2017-06-21 16:22:50.250,0,inside,1607
Outside-Unknown,2017-06-21 16:22:50.250,2017-06-21 16:23:31.250,0,undefined,1607
Outside-Unknown,2017-06-21 16:23:31.250,2017-06-21 16:24:18.450,0,undefined,1607
Outside-Unknown,2017-06-21 16:24:18.450,2017-06-21 16:26:06.950,0,undefined,1607
Outside-Unknown,2017-06-21 16:26:06.950,2017-06-21 16:26:24.650,0,undefined,1607
Outside,2017-06-21 16:26:24.650,2017-06-21 16:48:08.550,0,outside-foraging,1607
Inside,2017-06-21 16:48:08.550,2017-06-21 16:54:16.000,0,inside,1607
Outside-Unknown,2017-06-21 16:54:16.000,2017-06-21 16:54:37.500,0,undefined,1607
Outside-Unknown,2017-06-21 16:54:37.500,2017-06-21 16:56:42.600,0,undefined,1607
Outside-Unknown,2017-06-21 16:56:42.600,2017-06-21 16:57:36.850,0,undefined,1607
Outside,2017-06-21 16:57:36.850,2017-06-21 16:59:06.850,0,outside-short,1607
Unknown-Inside,2017-06-21 16:59:06.850,2017-06-21 16:59:31.150,0,undefined,1607
Inside,2017-06-21 16:59:31.150,2017-06-21 16:59:49.250,0,inside,1607
Outside-Unknown,2017-06-21 16:59:49.250,2017-06-21 17:00:31.100,0,undefined,1607
Outside,2017-06-21 17:00:31.100,2017-06-21 17:00:41.250,0,outside-short,1607
Inside,2017-06-21 17:00:41.250,2017-06-21 17:01:25.650,0,inside,1607
Outside-Unknown,2017-06-21 17:01:25.650,2017-06-21 17:04:40.700,0,undefined,1607
Outside-Unknown,2017-06-21 17:04:40.700,2017-06-21 17:04:56.050,0,undefined,1607
Outside-Unknown,2017-06-21 17:04:56.050,2017-06-21 17:08:50.050,0,undefined,1607
Outside,2017-06-21 17:08:50.050,2017-06-21 17:09:40.850,0,outside-short,1607
Unknown-Inside,2017-06-21 17:09:40.850,2017-06-21 17:11:55.400,0,undefined,1607
Inside,2017-06-21 17:11:55.400,2017-06-21 17:12:19.900,0,inside,1607
Outside,2017-06-21 17:12:19.900,2017-06-21 17:13:00.300,0,outside-short,1607
Inside,2017-06-21 17:13:00.300,2017-06-22 08:23:44.250,0,inside,1607
Outside,2017-06-22 08:23:44.250,2017-06-22 08:34:30.250,0,outside-foraging,1607
Inside,2017-06-22 08:34:30.250,2017-06-22 17:18:07.200,0,inside,1607
Outside-Unknown,2017-06-22 17:18:07.200,2017-06-22 17:24:54.650,1,undefined,1607
Outside,2017-06-22 17:24:54.650,2017-06-22 17:28:31.250,1,outside-short,1607
Unknown-Inside,2017-06-22 17:28:31.250,2017-06-22 17:28:41.450,1,undefined,1607
Inside,2017-06-22 17:28:41.450,2017-06-22 17:29:08.400,1,inside,1607
Outside,2017-06-22 17:29:08.400,2017-06-22 17:30:34.850,1,outside-short,1607
Inside,2017-06-22 17:30:34.850,2017-06-22 17:30:49.350,1,inside,1607
Outside,2017-06-22 17:30:49.350,2017-06-22 17:31:08.000,1,outside-short,1607
Unknown-Inside,2017-06-22 17:31:08.000,2017-06-22 17:31:43.850,1,undefined,1607
Inside,2017-06-22 17:31:43.850,2017-06-22 17:31:58.300,1,inside,1607
Outside-Unknown,2017-06-22 17:31:58.300,2017-06-22 17:32:36.750,1,undefined,1607
Outside,2017-06-22 17:32:36.750,2017-06-22 17:33:25.450,1,outside-short,1607
Inside,2017-06-22 17:33:25.450,2017-06-22 17:33:51.850,1,inside,1607
Outside-Unknown,2017-06-22 17:33:51.850,2017-06-22 17:34:23.200,1,undefined,1607
Outside-Unknown,2017-06-22 17:34:23.200,2017-06-22 17:35:04.850,1,undefined,1607
Outside-Unknown,2017-06-22 17:35:04.850,2017-06-22 17:35:28.450,1,undefined,1607
Outside-Unknown,2017-06-22 17:35:28.450,2017-06-22 17:36:19.200,1,undefined,1607
Outside,2017-06-22 17:36:19.200,2017-06-22 17:59:04.350,1,outside-foraging,1607
Unknown-Inside,2017-06-22 17:59:04.350,2017-06-23 11:14:02.600,1,undefined,1607
Inside,2017-06-23 11:14:02.600,2017-06-23 11:14:19.600,1,inside,1607
Outside,2017-06-23 11:14:19.600,2017-06-23 11:14:38.700,1,outside-short,1607
Unknown-Inside,2017-06-23 11:14:38.700,2017-06-23 11:14:55.200,1,undefined,1607
Unknown-Inside,2017-06-23 11:14:55.200,2017-06-23 11:15:31.350,1,undefined,1607
Unknown-Inside,2017-06-23 11:15:31.350,2017-06-23 11:16:21.950,1,undefined,1607
Unknown-Inside,2017-06-23 11:16:21.950,2017-06-23 11:18:31.750,1,undefined,1607
Unknown-Inside,2017-06-23 11:18:31.750,2017-06-23 11:19:08.850,1,undefined,1607
Unknown-Inside,2017-06-23 11:19:08.850,2017-06-23 11:19:51.900,1,undefined,1607
Inside,2017-06-23 11:19:51.900,2017-06-23 11:21:24.200,1,inside,1607
Outside-Unknown,2017-06-23 11:21:24.200,2017-06-23 11:22:13.500,1,undefined,1607
Outside,2017-06-23 11:22:13.500,2017-06-23 11:22:34.300,1,outside-short,1607
Unknown-Inside,2017-06-23 11:22:34.300,2017-06-23 11:23:10.350,1,undefined,1607
Unknown-Inside,2017-06-23 11:23:10.350,2017-06-23 11:23:37.500,1,undefined,1607
Unknown-Inside,2017-06-23 11:23:37.500,2017-06-23 11:24:45.800,1,undefined,1607
Unknown-Inside,2017-06-23 11:24:45.800,2017-06-23 11:25:19.900,1,undefined,1607
Unknown-Inside,2017-06-23 11:25:19.900,2017-06-23 11:25:42.200,1,undefined,1607
Unknown-Inside,2017-06-23 11:25:42.200,2017-06-23 11:26:00.150,1,undefined,1607
